seqid	len	gc	cov_/workspace/cflcyd/blobology/LsA2v1_scaffolds.fasta.clean.Manuka_Nuclear_gDNA_C3R0AACXX_GCCAAT_L003.bowtie2.bam	cov_/workspace/cflcyd/blobology/LsA2v1_scaffolds.fasta.clean.Manuka_Nuclear_gDNA_C3R0AACXX_GCCAAT_L004.bowtie2.bam	taxlevel_species	taxlevel_genus	taxlevel_order	taxlevel_phylum	taxlevel_superkingdom
LsA2v1_scaffold4317	9075	0.690137741046832	7.57663911845722	7.75735537190075	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold4929	6931	0.517603686635945	3.74765546097242	3.58649545520125	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold10990	1092	0.518315018315018	5.52380952380952	4.59340659340659	Melanopsichium pennsylvanicum	Melanopsichium	Ustilaginales	Basidiomycota	Eukaryota
LsA2v1_scaffold9777	1229	0.653376729048006	8.86086248982913	9.23433685923515	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold7682	1976	0.645242914979757	5.70293522267206	5.63613360323886	Methylobacterium radiotolerans	Methylobacterium	Rhizobiales	Proteobacteria	Bacteria
LsA2v1_scaffold8647	1451	0.518263266712612	5.69055823569952	3.62991040661613	Ustilago maydis	Ustilago	Ustilaginales	Basidiomycota	Eukaryota
LsA2v1_scaffold8474	1501	0.518987341772152	4.78081279147235	4.70952698201199	Melanopsichium pennsylvanicum	Melanopsichium	Ustilaginales	Basidiomycota	Eukaryota
LsA2v1_scaffold8922	1381	0.518464880521361	3.54380883417813	5.32512671976828	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold5820	16663	0.662022292993631	5.51131248874749	5.28524275340572	Bradyrhizobium diazoefficiens	Bradyrhizobium	Rhizobiales	Proteobacteria	Bacteria
LsA2v1_scaffold2271	31572	0.630527049284176	10.4905295831755	10.0799125807683	Geobacter bemidjiensis	Geobacter	Desulfuromonadales	Proteobacteria	Bacteria
LsA2v1_scaffold7843	1834	0.287895310796074	4.64612868047983	4.38931297709924	Glarea lozoyensis	Glarea	Helotiales	Ascomycota	Eukaryota
LsA2v1_scaffold8311	1564	0.395780051150895	31.0281329923275	30.160485933504	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold1403	80629	0.375740745661821	36.8376886728059	37.3833236180476	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold8913	1383	0.72234273318872	10.1409978308026	11.5516992046276	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold2113	144211	0.582641363544678	9.61068157075316	9.85669609114358	Gaeumannomyces graminis	Gaeumannomyces	Magnaporthales	Ascomycota	Eukaryota
LsA2v1_scaffold141	950240	0.390161848013279	64.146580863343	64.5922545878713	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold6046	4298	0.739879414298019	8.21521637971152	9.03862261516988	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold5866	4629	0.388235294117647	36.3188593648732	38.028947936919	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold1141	89940	0.370693120817272	60.8430842783523	61.9588392260938	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold299	234341	0.391213744622622	64.8754080592464	64.9074255039106	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold10744	1115	0.561434977578475	4.90582959641256	3.81793721973094	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold5100	6489	0.365144546649146	33.9042995839119	35.2630605640323	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold4975	6790	0.612518409425626	8.2424153166421	7.51163475699556	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold10755	1114	0.511669658886894	14.3087971274686	15.6687612208259	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold3508	14355	0.477070181953212	11.2475095785444	10.3571577847443	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold4545	22389	0.5051695119019	5.96261557014598	6.31426146768492	Fusarium fujikuroi	Fusarium	Hypocreales	Ascomycota	Eukaryota
LsA2v1_scaffold4292	9206	0.413488114980652	44.0714751249183	47.0020638713883	Populus trichocarpa	Populus	Malpighiales	Streptophyta	Eukaryota
LsA2v1_scaffold10761	1113	0.518418688230009	5.95238095238095	7.22102425876011	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold5711	5010	0.356487025948104	86.2427145708553	85.4399201596779	Syzygium cumini	Syzygium	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold9999	1200	0.685	5.58166666666666	4.63	Verminephrobacter eiseniae	Verminephrobacter	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold11765	1025	0.48390243902439	5.66926829268293	4.35121951219512	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold2521	37743	0.413103041653661	122.840049810579	124.214370876737	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold7200	2624	0.358749523446435	5.39405487804878	6.66196646341463	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold10554	1134	0.512345679012346	3.52028218694885	2.99735449735449	Pseudocercospora fijiensis	Pseudocercospora	Capnodiales	Ascomycota	Eukaryota
LsA2v1_scaffold1977	75335	0.550415405145571	10.7859427888763	10.6332647507798	Chaetomium globosum	Chaetomium	Sordariales	Ascomycota	Eukaryota
LsA2v1_scaffold9770	1231	0.713241267262388	9.14053614947195	8.31762794476034	Pseudomonas mendocina	Pseudomonas	Pseudomonadales	Proteobacteria	Bacteria
LsA2v1_scaffold4226	9487	0.480918499353169	10.4241593759882	9.21429324338573	Coccidioides immitis	Coccidioides	Onygenales	Ascomycota	Eukaryota
LsA2v1_scaffold11949	1010	0.721782178217822	11.7633663366337	14.0623762376238	Methylobacterium extorquens	Methylobacterium	Rhizobiales	Proteobacteria	Bacteria
LsA2v1_scaffold1098	195899	0.402809270160661	65.6462513846986	65.6564403085834	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold10101	1185	0.490295358649789	5.10717299578059	4.65738396624472	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold8907	1384	0.696531791907514	7.83092485549134	7.44508670520232	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold2138	55624	0.514547080266868	3.50762260894578	3.08913418668201	Moniliophthora roreri	Moniliophthora	Agaricales	Basidiomycota	Eukaryota
LsA2v1_scaffold7486	2178	0.60514233241506	14.2915518824609	14.7107438016528	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold2119	35483	0.369319713626696	74.3525631992732	74.4820054674016	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold1662	52939	0.39393821188953	36.0151684013744	36.9033415818276	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold3520	13662	0.515619915392125	6.75413555848328	7.25442834138474	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold6366	3811	0.524534242980845	8.16347415376545	6.19050118079247	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold621	148599	0.595144059127584	11.7898303487939	11.7888478388174	Hymenobacter swuensis	Hymenobacter	Cytophagales	Bacteroidetes	Bacteria
LsA2v1_scaffold8836	1402	0.529957203994294	3.90299572039943	5.21469329529244	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold8029	1706	0.689331770222743	6.40797186400937	4.36869871043377	Methylobacterium aquaticum	Methylobacterium	Rhizobiales	Proteobacteria	Bacteria
LsA2v1_scaffold8571	1473	0.541751527494908	7.80515953835711	7.12627291242364	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold9023	1357	0.426676492262343	1208.81577008107	1218.99778924098	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold7053	2826	0.522646850672328	4.12880396319887	4.04847841472046	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold11664	1032	0.513565891472868	4.68507751937985	6.92344961240311	Dichomitus squalens	Dichomitus	Polyporales	Basidiomycota	Eukaryota
LsA2v1_scaffold7847	1832	0.532751091703057	4.5	5.30349344978166	Pseudozyma flocculosa	Pseudozyma	Ustilaginales	Basidiomycota	Eukaryota
LsA2v1_scaffold8190	1616	0.61200495049505	7.78527227722771	6.49876237623762	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold9193	1318	0.561456752655539	3.61987860394537	5.6176024279211	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold8740	1425	0.517894736842105	4.91649122807018	5.55157894736843	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold5526	5444	0.700782661047562	13.0898236590742	12.4735488611315	Azospirillum lipoferum	Azospirillum	Rhodospirillales	Proteobacteria	Bacteria
LsA2v1_scaffold5954	4462	0.715822501120574	7.93366203496186	7.67682653518599	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold4114	10051	0.500905141202028	5.21579942294302	5.27798229031941	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold9070	1347	0.721603563474387	15.463994060876	16.3043801039346	Sphingomonas taxi	Sphingomonas	Sphingomonadales	Proteobacteria	Bacteria
LsA2v1_scaffold6217	3995	0.535869202535869	3.88160200250314	4.73441802252817	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold2295	31196	0.504500337970045	3.88328631875875	3.96906654699314	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold7127	2723	0.669849430774881	6.17333822989348	5.94307748806462	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold7679	1977	0.668689934243804	8.24532119372785	9.1856348002023	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold714	135268	0.390811174688657	53.3619481326119	53.9593399769509	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold3238	15954	0.660038119440915	6.50445029459701	6.03485019430867	Methylobacterium radiotolerans	Methylobacterium	Rhizobiales	Proteobacteria	Bacteria
LsA2v1_scaffold11656	1033	0.563407550822846	5.97967086156825	4.72507260406583	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold5718	4998	0.416272965879265	27.4679871948775	26.6192476990792	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold8939	1378	0.521044992743106	8.01378809869374	9.39695210449926	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold10359	1153	0.486556808326106	3.65654813529922	3.0225498699046	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold3029	18675	0.504890313311599	12.3567871485945	12.3250334672023	Exophiala dermatitidis	Exophiala	Chaetothyriales	Ascomycota	Eukaryota
LsA2v1_scaffold5489	5551	0.351288056206089	34.8529994595577	34.6550171140344	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold10501	1139	0.345917471466198	33.3880597014924	37.7611940298506	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold7089	2770	0.324548736462094	6.87581227436821	6.76209386281586	Blastomyces dermatitidis	Blastomyces	Onygenales	Ascomycota	Eukaryota
LsA2v1_scaffold4835	7286	0.517584451642758	2.57301674444139	2.77683228108701	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold4797	7403	0.381737133594489	34.6531136025934	34.1853302715113	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold8118	1648	0.485436893203884	4.9253640776699	5.58373786407766	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold8800	1410	0.517021276595745	15.6546099290781	17.8751773049646	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold1131	91796	0.402347655153047	84.1341017037233	83.4842258921414	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold5893	4577	0.701551234433035	7.37513655232691	8.07035175879403	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold9347	1293	0.518174787316319	5.20649651972157	4.22815158546017	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold3915	11062	0.504429578738022	7.79434098716322	7.94557946121855	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold2590	24896	0.502065428991976	4.18754016709513	4.35443444730078	Metarhizium acridum	Metarhizium	Hypocreales	Ascomycota	Eukaryota
LsA2v1_scaffold2179	33751	0.588474074074074	10.6684838967736	10.9266095819384	Hymenobacter sp. DG25B	Hymenobacter	Cytophagales	Bacteroidetes	Bacteria
LsA2v1_scaffold7684	1974	0.543566362715299	3.29280648429584	3.83029381965552	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold3855	27155	0.521862042970222	1.78379672251885	1.66223531577977	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold5695	5047	0.653061224489796	6.68991480087179	8.10937190410141	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold2876	20148	0.420769919427037	41.9462973992442	42.6522235457596	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold2536	26016	0.531260610176068	3.28159594095946	3.35827952029526	Coniosporium apollinis	Coniosporium	Chaetothyriales	Ascomycota	Eukaryota
LsA2v1_scaffold4721	7633	0.349010873837285	45.2401414908915	46.7464954801484	Nicotiana tabacum/Hyoscyamus niger cybrid	Not annotated	Solanales	Streptophyta	Eukaryota
LsA2v1_scaffold6801	3187	0.507059930969564	11.1013492312519	10.5453404455601	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold2761	21850	0.42046547412964	31.1142791761971	31.5885125858079	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold597	152848	0.379448591559831	35.6638163404281	35.7458782581502	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold1730	50078	0.511870324189526	3.46749071448544	3.41361476097292	Sporisorium reilianum	Sporisorium	Ustilaginales	Basidiomycota	Eukaryota
LsA2v1_scaffold5144	19573	0.403822441430333	45.0511929699101	43.7003014356536	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold11926	1012	0.717391304347826	5.90415019762846	4.47430830039526	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold9257	1306	0.57427258805513	4.27488514548239	3.27871362940276	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold5342	5908	0.526198439241917	1.87779282329045	2.15825998645903	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold10365	1152	0.528645833333333	3.84461805555555	5.51475694444444	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold2133	34987	0.512343632253203	4.51822105353427	4.31225883899746	Dichomitus squalens	Dichomitus	Polyporales	Basidiomycota	Eukaryota
LsA2v1_scaffold7112	2733	0.738748627881449	11.6853274789608	10.4196853274789	Bradyrhizobium sp. ORS 278	Bradyrhizobium	Rhizobiales	Proteobacteria	Bacteria
LsA2v1_scaffold1998	38931	0.626313220826591	11.1023862731498	11.0335722175129	Hymenobacter swuensis	Hymenobacter	Cytophagales	Bacteroidetes	Bacteria
LsA2v1_scaffold7424	2260	0.650442477876106	7.27920353982302	8.5561946902655	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold3965	10761	0.694638044791376	8.77650775950182	8.11160672799914	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold357	399651	0.387029815071078	51.0716675297718	51.5187726289675	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold3584	12503	0.420249411354321	33.5237143085689	33.9285771414889	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold5646	5150	0.379331811579166	46.9739805825234	48.6656310679602	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold8513	1489	0.496306245802552	3.91134989926125	5.79247817327065	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold2983	17134	0.398658945443462	34.9395937901243	35.6268238589929	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold2810	21358	0.689330213142749	6.84432062927233	6.71532915066947	Methylobacterium sp. 4-46	Methylobacterium	Rhizobiales	Proteobacteria	Bacteria
LsA2v1_scaffold7170	2655	0.703578154425612	6.49190207156311	7.4606403013183	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold6080	4254	0.67152550892184	7.17113305124593	5.881758345087	Bradyrhizobium japonicum	Bradyrhizobium	Rhizobiales	Proteobacteria	Bacteria
LsA2v1_scaffold5439	5683	0.44640234948605	56.171212387821	55.9081471053997	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold826	117314	0.516193020808032	3.60616806178267	3.41833029305943	Melanopsichium pennsylvanicum	Melanopsichium	Ustilaginales	Basidiomycota	Eukaryota
LsA2v1_scaffold6497	3607	0.387302467424452	35.7172165234273	34.1491544219579	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold671	139928	0.516467645634985	3.88469784460603	4.00296581098876	Melanopsichium pennsylvanicum	Melanopsichium	Ustilaginales	Basidiomycota	Eukaryota
LsA2v1_scaffold11542	1042	0.530710172744722	5.53454894433782	7.25047984644915	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold10531	1136	0.549295774647887	5.41725352112675	4.34242957746479	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold4233	9460	0.514548238897397	5.86997885835097	6.54344608879496	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold7801	1866	0.655948553054662	7.11897106109323	9.28617363344051	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold11334	1058	0.487712665406427	10.750472589792	10.0056710775047	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold3226	16061	0.520265940403717	3.35931760164374	3.09918435962892	Zymoseptoria tritici	Zymoseptoria	Capnodiales	Ascomycota	Eukaryota
LsA2v1_scaffold5438	5695	0.522036874451273	5.54749780509217	5.32660228270411	Leptosphaeria maculans	Leptosphaeria	Pleosporales	Ascomycota	Eukaryota
LsA2v1_scaffold7595	2054	0.654819863680623	9.14751703992209	9.04186952288217	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold387	203845	0.387517444321906	53.253246339201	53.4605656259142	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold11110	1080	0.560185185185185	4.21481481481481	3.15462962962963	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold381	198392	0.521501515267273	11.9436570023006	12.1235634501414	Togninia minima	Togninia	Calosphaeriales	Ascomycota	Eukaryota
LsA2v1_scaffold11017	1089	0.532598714416896	9.61248852157944	11.5381083562902	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold1518	115445	0.381461472347442	58.0271384641692	58.6005457143731	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold6568	3502	0.531562410739789	7.77013135351225	9.25556824671612	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold6925	3016	0.378978779840849	32.0142572944301	29.7052387267908	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold6291	3895	0.689602053915276	5.95096277278565	6.06007702182288	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold3653	12655	0.396827145532665	25.0916633741615	24.1047807190843	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold5462	5624	0.419704783923173	74.1970128022704	72.3100995732523	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold8720	1430	0.544755244755245	3.79090909090909	5.0958041958042	Pseudocercospora fijiensis	Pseudocercospora	Capnodiales	Ascomycota	Eukaryota
LsA2v1_scaffold7256	2541	0.689885871704054	7.29122392758757	7.83549783549785	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold8192	1613	0.55486670799752	4.91568505889647	5.54494730316181	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold426	229833	0.386936936936937	60.3016668626642	60.8990179828298	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold8143	1637	0.677458766035431	7.27611484422725	5.7501527183873	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold8245	1590	0.518867924528302	4.05660377358491	6.26289308176102	Cyphellophora europaea	Cyphellophora	Chaetothyriales	Ascomycota	Eukaryota
LsA2v1_scaffold663	204268	0.382996490739728	55.2661062916168	55.7498335518803	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold3690	12534	0.513923242639432	18.0805808201697	18.4278761767996	Pseudocercospora fijiensis	Pseudocercospora	Capnodiales	Ascomycota	Eukaryota
LsA2v1_scaffold10804	1109	0.506762849413886	5.19386834986474	3.76555455365194	Cladophialophora carrionii	Cladophialophora	Chaetothyriales	Ascomycota	Eukaryota
LsA2v1_scaffold10126	1181	0.707027942421677	11.9110922946656	13.5215918712955	Methylobacterium aquaticum	Methylobacterium	Rhizobiales	Proteobacteria	Bacteria
LsA2v1_scaffold8959	1373	0.591405680990532	5.25782957028405	4.278951201748	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold7855	1826	0.527929901423877	4.71358159912377	5.22015334063527	Xenopus (Silurana) tropicalis	Xenopus	Anura	Chordata	Eukaryota
LsA2v1_scaffold11003	1091	0.504124656278643	4.58295142071494	3.65994500458295	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold2848	20656	0.523745488003397	3.07460302091404	2.96243222308289	Ustilago maydis	Ustilago	Ustilaginales	Basidiomycota	Eukaryota
LsA2v1_scaffold1589	81343	0.37701212582889	49.8721832240828	49.5591876374934	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold10594	1130	0.530088495575221	17.3716814159292	22.1424778761062	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold8829	1403	0.505345687811832	9.12259444048468	8.29722024233786	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold4486	8432	0.612811387900356	7.27988614800755	7.09096299810242	Hymenobacter sp. APR13	Hymenobacter	Cytophagales	Bacteroidetes	Bacteria
LsA2v1_scaffold5469	5603	0.41102980546136	176.638943423174	173.704087096206	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold6554	3517	0.714813761728746	12.7429627523458	11.4097241967587	Azorhizobium caulinodans	Azorhizobium	Rhizobiales	Proteobacteria	Bacteria
LsA2v1_scaffold10040	1193	0.534786253143336	16.1953059513831	18.3537300922045	Bipolaris sorokiniana	Bipolaris	Pleosporales	Ascomycota	Eukaryota
LsA2v1_scaffold7864	1820	0.451098901098901	35.1302197802199	33.6708791208791	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold10017	1197	0.593984962406015	4.49791144527987	4.2531328320802	Pseudomonas plecoglossicida	Pseudomonas	Pseudomonadales	Proteobacteria	Bacteria
LsA2v1_scaffold7578	2067	0.692307692307692	6.19496855345913	6.71020803096276	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold5086	7037	0.606082137274407	11.067074037232	11.856330822794	Neofusicoccum parvum	Neofusicoccum	Botryosphaeriales	Ascomycota	Eukaryota
LsA2v1_scaffold8751	1423	0.389318341531975	36.7174982431483	34.8629655657063	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold11661	1032	0.647286821705426	7.51162790697675	4.6046511627907	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold12449	963	0.546209761163032	5.84942886812045	4.59293873312565	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold4018	10491	0.50626381724392	3.60137260509009	2.9082070346011	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold6933	3001	0.635121626124625	8.20326557814059	7.77774075308228	Delftia acidovorans	Delftia	Burkholderiales	Proteobacteria	Bacteria
LsA2v1_scaffold12272	983	0.497456765005086	16.1251271617498	14.1566632756867	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold4199	9593	0.706459627329193	13.3655790680705	14.3850724486605	Methylobacterium radiotolerans	Methylobacterium	Rhizobiales	Proteobacteria	Bacteria
LsA2v1_scaffold3621	12921	0.633175942410403	6.48781054097987	6.80628434331716	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold5209	6211	0.500254194204372	3.45999033971985	3.17903719207857	Coniosporium apollinis	Coniosporium	Chaetothyriales	Ascomycota	Eukaryota
LsA2v1_scaffold10350	1154	0.490467937608319	12.7409012131716	10.6889081455806	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold4483	8442	0.516056404787297	4.37123904288084	4.22814498933902	Baudoinia compniacensis	Baudoinia	Capnodiales	Ascomycota	Eukaryota
LsA2v1_scaffold7828	1843	0.667390124796527	12.3190450352686	12.6234400434075	Azospirillum brasilense	Azospirillum	Rhodospirillales	Proteobacteria	Bacteria
LsA2v1_scaffold708	239387	0.396439818893997	81.1394937902995	81.6532936206967	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
LsA2v1_scaffold2276	32097	0.513562576365858	9.96205252827319	9.78848490513083	Cyphellophora europaea	Cyphellophora	Chaetothyriales	Ascomycota	Eukaryota
LsA2v1_scaffold12325	977	0.515864892528147	7.7236438075742	7.97850562947799	Not annotated	Not annotated	Not annotated	Not annotated	Not annotated
LsA2v1_scaffold12208	989	0.741152679474216	7.6602628918099	7.67644084934277	Azospirillum brasilense	Azospirillum	Rhodospirillales	Proteobacteria	Bacteria
LsA2v1_scaffold4068	23213	0.387455305216904	36.3948649463703	37.0479041916206	Eucalyptus grandis	Eucalyptus	Myrtales	Streptophyta	Eukaryota
